id,name,created_at,text,media_type
1083815975315795968,Buccaneers,Fri Jan 11 12:00:39 -0800 2019,"""Please don’t tell me what our players can’t do. Tell me what they can do and then build around that.""

Catch up wi… https://t.co/MUJN1mQhH6",[]
1083805736629559296,Buccaneers,Fri Jan 11 11:19:58 -0800 2019,LIVE: Tune in for Special Teams Coordinator Keith Armstrong's press conference. https://t.co/ORzKlroQAd,[]
1083800676788916224,Buccaneers,Fri Jan 11 10:59:52 -0800 2019,LIVE: Tune in for assistant head coach/run game coordinator Harold Goodwin's press conference. https://t.co/gKbp77cqnT,[]
1083798758549344258,Buccaneers,Fri Jan 11 10:52:14 -0800 2019,"@TWilk84 You are a part of this, Tommy. The entire Bucs fan base is a part of this!",[]
1083793161506320384,Buccaneers,Fri Jan 11 10:30:00 -0800 2019,"""The main ingredients are here, baby."" https://t.co/ZkZsJKr7eQ",['photo']
1083783468578996224,Buccaneers,Fri Jan 11 09:51:29 -0800 2019,"Help us welcome Keith Armstrong &amp; Harold Goodwin to Tampa Bay!

📰 » https://t.co/PhnznYcsDF https://t.co/Zw7743mxa4",['photo']
1083769639556050945,Buccaneers,Fri Jan 11 08:56:32 -0800 2019,"""Our quarterback here we can win with, we can win the championship with.""

🗣 » @BruceArians https://t.co/3sObjdbS3Z",['photo']
1083755504868966401,Buccaneers,Fri Jan 11 08:00:22 -0800 2019,"Diving into the numbers that defined the 2018 season.

#GoBucs
https://t.co/KdSRPzSklJ",[]
1083733514212782087,Buccaneers,Fri Jan 11 06:32:59 -0800 2019,"""It's the 'no risk it no biscuit', we're gonna attack on defense, we're gonna attack on offense. I don't like defer… https://t.co/rGKaKUqRXD",[]
1083717713460191232,Buccaneers,Fri Jan 11 05:30:12 -0800 2019,"Bruce Arians is bringing the 'it' factor to Tampa as the Bucs newly-minted head coach.

#GoBucs
https://t.co/pd7wqEmUmZ",[]
1083536512124420096,Buccaneers,Thu Jan 10 17:30:10 -0800 2019,"Introducing our newly-minted head coach, @BruceArians. 👏 

📷 » https://t.co/8JtQHFfQWK

#GoBucs https://t.co/Dk4pTtWzgs",['photo']
1083528922086629376,Buccaneers,Thu Jan 10 17:00:00 -0800 2019,"BA is ready to bring the ""no risk it, no biscuit"" mentality to Tampa.

#GoBucs | @AdventHealth https://t.co/Jp3Ar6gyq8",['photo']
1083521392077930501,Buccaneers,Thu Jan 10 16:30:05 -0800 2019,"""I think we have the core here to win quickly. I'm not about rebuilding, I'm about reloading.""

🗣 » HC @BruceArians… https://t.co/WTusQiuBRd",[]
1083506297931251714,Buccaneers,Thu Jan 10 15:30:06 -0800 2019,"New threads for BA.

#GoBucs https://t.co/46hspdXEqV",['photo']
